@relation /BOOKKEEPER_TRAINING-SET4.arff

@attribute SIZE numeric
@attribute LOC_ADDED numeric
@attribute LOC_ADDED_AVG numeric
@attribute LOC_ADDED_MAX numeric
@attribute LOC_REMOVED numeric
@attribute LOC_REMOVED_AVG numeric
@attribute LOC_REMOVED_MAX numeric
@attribute CHURN numeric
@attribute CHURN_AVG numeric
@attribute CHURN_MAX numeric
@attribute LOC_TOUCHED numeric
@attribute LOC_TOUCHED_AVG numeric
@attribute LOC_TOUCHED_MAX numeric
@attribute NUMBER_OF_REVISIONS numeric
@attribute NUMBER_OF_DEFECT_FIXES numeric
@attribute NUMBER_OF_AUTHORS numeric
@attribute IS_BUGGY {'YES', 'NO'}

@data
50,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
98,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
143,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
43,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
42,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
56,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
44,44,44.0,44,0,0.0,0,44,44.0,44,44,44.0,44,1,0,1,NO
26,26,26.0,26,0,0.0,0,26,26.0,26,26,26.0,26,1,0,1,NO
254,105,17.5,105,13,2.1666667,13,118,19.666666,118,92,15.333333,92,6,1,2,NO
16883,12633,902.3571,12633,2273,162.35715,2273,14906,1064.7142,14906,10362,740.1429,10362,14,3,2,NO
74,74,74.0,74,0,0.0,0,74,74.0,74,74,74.0,74,1,0,1,NO
153,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
68,26,8.666667,26,1,0.33333334,1,27,9.0,27,25,8.333333,25,3,0,2,NO
100,59,59.0,59,0,0.0,0,59,59.0,59,59,59.0,59,1,0,1,NO
549,332,55.333332,332,183,30.5,183,515,85.833336,515,185,30.833334,185,6,2,2,YES
437,12,12.0,12,0,0.0,0,12,12.0,12,12,12.0,12,1,1,1,NO
1033,149,21.285715,149,157,22.428572,157,306,43.714287,306,98,14.0,98,7,3,2,YES
101,11,11.0,11,2,2.0,2,13,13.0,13,9,9.0,9,1,0,1,YES
331,23,11.5,23,47,23.5,47,70,35.0,70,24,12.0,24,2,1,1,YES
123,123,123.0,123,0,0.0,0,123,123.0,123,123,123.0,123,1,0,1,NO
106,4,4.0,4,3,3.0,3,7,7.0,7,1,1.0,1,1,1,1,NO
106,2,2.0,2,1,1.0,1,3,3.0,3,1,1.0,1,1,1,1,NO
93,2,2.0,2,1,1.0,1,3,3.0,3,1,1.0,1,1,1,1,YES
101,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
38,2,2.0,2,9,9.0,9,11,11.0,11,7,7.0,7,1,1,1,NO
584,316,26.333334,316,31,2.5833333,31,347,28.916666,347,285,23.75,285,12,4,3,YES
32,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
111,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
35,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
90,5,5.0,5,0,0.0,0,5,5.0,5,5,5.0,5,1,1,1,NO
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
28,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
92,64,12.8,64,8,1.6,8,72,14.4,72,56,11.2,56,5,1,1,NO
885,476,34.0,476,165,11.785714,165,641,45.785713,641,351,25.071428,351,14,6,3,YES
67,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
29,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
105,105,105.0,105,0,0.0,0,105,105.0,105,105,105.0,105,1,0,1,NO
72,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
37,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
47,5,5.0,5,9,9.0,9,14,14.0,14,4,4.0,4,1,0,1,NO
31,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
90,18,9.0,18,5,2.5,5,23,11.5,23,13,6.5,13,2,1,1,NO
223,190,23.75,190,135,16.875,135,325,40.625,325,173,21.625,173,8,2,2,NO
214,233,77.666664,233,19,6.3333335,19,252,84.0,252,214,71.333336,214,3,0,2,NO
107,33,16.5,33,7,3.5,7,40,20.0,40,26,13.0,26,2,1,2,NO
37,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
48,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
166,166,83.0,166,0,0.0,0,166,83.0,166,166,83.0,166,2,1,1,YES
213,241,60.25,241,28,7.0,28,269,67.25,269,213,53.25,213,4,1,1,NO
866,866,866.0,866,0,0.0,0,866,866.0,866,866,866.0,866,1,0,1,YES
159,190,63.333332,190,31,10.333333,31,221,73.666664,221,159,53.0,159,3,0,1,NO
100,104,52.0,104,4,2.0,4,108,54.0,108,100,50.0,100,2,1,1,NO
96,100,50.0,100,4,2.0,4,104,52.0,104,96,48.0,96,2,1,1,NO
841,893,127.57143,893,52,7.428571,52,945,135.0,945,841,120.14286,841,7,2,1,YES
525,127,14.111111,127,38,4.2222223,38,165,18.333334,165,89,9.888889,89,9,3,3,NO
83,7,7.0,7,1,1.0,1,8,8.0,8,6,6.0,6,1,1,1,NO
63,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
76,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
202,11,11.0,11,0,0.0,0,11,11.0,11,11,11.0,11,1,1,1,NO
155,10,5.0,10,15,7.5,15,25,12.5,25,7,3.5,7,2,0,2,YES
1262,695,63.18182,695,339,30.818182,339,1034,94.0,1034,454,41.272728,454,11,6,3,YES
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
101,19,9.5,19,12,6.0,12,31,15.5,31,11,5.5,11,2,0,2,NO
27,27,27.0,27,0,0.0,0,27,27.0,27,27,27.0,27,1,0,1,NO
22,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
489,11,3.6666667,11,3,1.0,3,14,4.6666665,14,8,2.6666667,8,3,0,2,YES
62,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
59,4,4.0,4,3,3.0,3,7,7.0,7,1,1.0,1,1,0,1,NO
99,5,5.0,5,0,0.0,0,5,5.0,5,5,5.0,5,1,0,1,NO
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
77,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
846,298,42.57143,298,196,28.0,196,494,70.57143,494,124,17.714285,124,7,4,2,NO
64,2,1.0,2,2,1.0,2,4,2.0,4,0,0.0,0,2,2,1,NO
45,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
63,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
54,17,17.0,17,0,0.0,0,17,17.0,17,17,17.0,17,1,0,1,NO
64,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
132,9,9.0,9,1,1.0,1,10,10.0,10,8,8.0,8,1,0,1,NO
177,7,3.5,7,2,1.0,2,9,4.5,9,5,2.5,5,2,0,1,NO
70,70,70.0,70,0,0.0,0,70,70.0,70,70,70.0,70,1,0,1,NO
36,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
58,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
62,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
132,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
83,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
48,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
74,20,20.0,20,6,6.0,6,26,26.0,26,14,14.0,14,1,1,1,NO
86,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
355,22,11.0,22,22,11.0,22,44,22.0,44,0,0.0,0,2,0,1,NO
53,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
798,313,31.3,313,127,12.7,127,440,44.0,440,226,22.6,226,10,3,2,YES
75,44,22.0,44,8,4.0,8,52,26.0,52,36,18.0,36,2,0,1,NO
125,64,12.8,64,17,3.4,17,81,16.2,81,47,9.4,47,5,2,2,NO
200,129,21.5,129,14,2.3333333,14,143,23.833334,143,115,19.166666,115,6,2,2,NO
134,161,40.25,161,27,6.75,27,188,47.0,188,134,33.5,134,4,0,1,NO
57,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
123,18,9.0,18,3,1.5,3,21,10.5,21,15,7.5,15,2,0,1,NO
204,4,4.0,4,1,1.0,1,5,5.0,5,3,3.0,3,1,0,1,NO
162,162,162.0,162,0,0.0,0,162,162.0,162,162,162.0,162,1,0,1,NO
130,131,65.5,131,1,0.5,1,132,66.0,132,130,65.0,130,2,0,1,NO
108,108,108.0,108,0,0.0,0,108,108.0,108,108,108.0,108,1,0,1,NO
353,354,177.0,354,1,0.5,1,355,177.5,355,353,176.5,353,2,1,1,NO
80,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
28,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
57,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
306,312,156.0,312,6,3.0,6,318,159.0,318,314,157.0,314,2,0,2,YES
340,77,77.0,77,183,183.0,183,260,260.0,260,106,106.0,106,1,0,1,YES
103,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
35,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
98,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
117,38,38.0,38,0,0.0,0,38,38.0,38,38,38.0,38,1,0,1,YES
215,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
273,4,4.0,4,2,2.0,2,6,6.0,6,2,2.0,2,1,1,1,NO
460,5,5.0,5,3,3.0,3,8,8.0,8,2,2.0,2,1,1,1,NO
138,5,5.0,5,4,4.0,4,9,9.0,9,1,1.0,1,1,1,1,NO
358,2,2.0,2,1,1.0,1,3,3.0,3,1,1.0,1,1,1,1,NO
1248,9,4.5,9,3,1.5,3,12,6.0,12,6,3.0,6,2,2,2,NO
51,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
157,4,4.0,4,1,1.0,1,5,5.0,5,3,3.0,3,1,1,1,NO
31,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
981,54,54.0,54,1,1.0,1,55,55.0,55,53,53.0,53,1,0,1,NO
180,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
262,8,8.0,8,6,6.0,6,14,14.0,14,2,2.0,2,1,1,1,NO
553,5,5.0,5,3,3.0,3,8,8.0,8,2,2.0,2,1,1,1,NO
40,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
369,9,4.5,9,1,0.5,1,10,5.0,10,8,4.0,8,2,2,2,NO
390,3,3.0,3,1,1.0,1,4,4.0,4,2,2.0,2,1,1,1,NO
51,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
577,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
32,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
66,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
188,1,1.0,1,1,1.0,1,2,2.0,2,0,0.0,0,1,1,1,NO
582,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
160,3,3.0,3,1,1.0,1,4,4.0,4,2,2.0,2,1,1,1,NO
50,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
923,15,5.0,15,20,6.6666665,20,35,11.666667,35,19,6.3333335,19,3,2,2,NO
60,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
62,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
87,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
52,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
268,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
163,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
109,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
147,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
58,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
44,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
106,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
139,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
326,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
648,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
792,17,8.5,17,3,1.5,3,20,10.0,20,14,7.0,14,2,1,1,NO
319,6,3.0,6,1,0.5,1,7,3.5,7,5,2.5,5,2,1,2,NO
55,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
191,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
90,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
273,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
137,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
79,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
82,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
147,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
422,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
979,5,5.0,5,4,4.0,4,9,9.0,9,1,1.0,1,1,1,1,NO
495,45,22.5,45,17,8.5,17,62,31.0,62,28,14.0,28,2,1,2,NO
189,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
167,36,36.0,36,22,22.0,22,58,58.0,58,14,14.0,14,1,0,1,NO
86,3,3.0,3,1,1.0,1,4,4.0,4,2,2.0,2,1,1,1,NO
182,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
361,21,21.0,21,18,18.0,18,39,39.0,39,3,3.0,3,1,0,1,NO
126,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
106,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
109,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
85,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
236,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
315,4,2.0,4,3,1.5,3,7,3.5,7,1,0.5,1,2,2,2,NO
695,11,2.75,11,10,2.5,10,21,5.25,21,5,1.25,5,4,4,3,NO
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
89,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
301,1,1.0,1,1,1.0,1,2,2.0,2,0,0.0,0,1,1,1,NO
153,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
92,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
466,1,1.0,1,1,1.0,1,2,2.0,2,0,0.0,0,1,1,1,NO
93,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
244,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
192,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
252,6,6.0,6,4,4.0,4,10,10.0,10,2,2.0,2,1,1,1,NO
109,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
601,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
565,1,1.0,1,1,1.0,1,2,2.0,2,0,0.0,0,1,1,1,NO
69,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
77,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
94,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
337,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
214,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
79,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
25,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
84,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
34,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
33,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
104,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
172,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
70,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
140,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
156,3,3.0,3,1,1.0,1,4,4.0,4,2,2.0,2,1,1,1,NO
248,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
277,3,3.0,3,1,1.0,1,4,4.0,4,2,2.0,2,1,1,1,NO
189,191,95.5,191,2,1.0,2,193,96.5,193,189,94.5,189,2,0,2,NO
194,203,101.5,203,9,4.5,9,212,106.0,212,194,97.0,194,2,0,2,NO
346,187,93.5,187,17,8.5,17,204,102.0,204,170,85.0,170,2,0,2,NO
304,306,153.0,306,2,1.0,2,308,154.0,308,304,152.0,304,2,0,2,NO
356,15,7.5,15,283,141.5,283,298,149.0,298,278,139.0,278,2,1,2,NO
84,2,1.0,2,9,4.5,9,11,5.5,11,7,3.5,7,2,1,2,NO
53,0,0.0,0,5,5.0,5,5,5.0,5,5,5.0,5,1,1,1,NO
132,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
4088,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
691,80,26.666666,80,116,38.666668,116,196,65.333336,196,36,12.0,36,3,2,2,NO
47,52,26.0,52,5,2.5,5,57,28.5,57,47,23.5,47,2,0,2,NO
101,0,0.0,0,49,49.0,49,49,49.0,49,49,49.0,49,1,1,1,NO
510,8,4.0,8,1,0.5,1,9,4.5,9,7,3.5,7,2,2,1,NO
328,3,3.0,3,0,0.0,0,3,3.0,3,3,3.0,3,1,1,1,NO
273,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
136,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
56,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
359,2,2.0,2,0,0.0,0,2,2.0,2,2,2.0,2,1,1,1,NO
174,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
148,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
92,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
45,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
168,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
77,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
666,9,9.0,9,7,7.0,7,16,16.0,16,2,2.0,2,1,1,1,NO
88,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
262,4,4.0,4,2,2.0,2,6,6.0,6,2,2.0,2,1,1,1,NO
54,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
48,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
140,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
152,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
131,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
47,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
129,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
43,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
243,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
62,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
45,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
97,3,3.0,3,0,0.0,0,3,3.0,3,3,3.0,3,1,1,1,NO
476,476,476.0,476,0,0.0,0,476,476.0,476,476,476.0,476,1,0,1,NO
77,77,77.0,77,0,0.0,0,77,77.0,77,77,77.0,77,1,0,1,NO
69,69,69.0,69,0,0.0,0,69,69.0,69,69,69.0,69,1,0,1,NO
104,104,104.0,104,0,0.0,0,104,104.0,104,104,104.0,104,1,0,1,NO
115,115,115.0,115,0,0.0,0,115,115.0,115,115,115.0,115,1,0,1,NO
421,421,421.0,421,0,0.0,0,421,421.0,421,421,421.0,421,1,0,1,NO
61,61,61.0,61,0,0.0,0,61,61.0,61,61,61.0,61,1,0,1,NO
2009,2021,1010.5,2021,12,6.0,12,2033,1016.5,2033,2009,1004.5,2009,2,1,2,NO
179,179,179.0,179,0,0.0,0,179,179.0,179,179,179.0,179,1,0,1,NO
106,106,106.0,106,0,0.0,0,106,106.0,106,106,106.0,106,1,0,1,NO
33,33,33.0,33,0,0.0,0,33,33.0,33,33,33.0,33,1,0,1,NO
657,657,657.0,657,0,0.0,0,657,657.0,657,657,657.0,657,1,0,1,NO
295,295,295.0,295,0,0.0,0,295,295.0,295,295,295.0,295,1,0,1,NO
872,872,872.0,872,0,0.0,0,872,872.0,872,872,872.0,872,1,0,1,NO
444,444,444.0,444,0,0.0,0,444,444.0,444,444,444.0,444,1,0,1,NO
168,168,168.0,168,0,0.0,0,168,168.0,168,168,168.0,168,1,0,1,NO
752,752,752.0,752,0,0.0,0,752,752.0,752,752,752.0,752,1,0,1,NO
135,135,135.0,135,0,0.0,0,135,135.0,135,135,135.0,135,1,0,1,NO
1126,1126,1126.0,1126,0,0.0,0,1126,1126.0,1126,1126,1126.0,1126,1,0,1,NO
163,163,163.0,163,0,0.0,0,163,163.0,163,163,163.0,163,1,0,1,NO
184,184,184.0,184,0,0.0,0,184,184.0,184,184,184.0,184,1,0,1,NO
51,51,51.0,51,0,0.0,0,51,51.0,51,51,51.0,51,1,0,1,NO
25,25,25.0,25,0,0.0,0,25,25.0,25,25,25.0,25,1,0,1,NO
180,180,180.0,180,0,0.0,0,180,180.0,180,180,180.0,180,1,0,1,NO
64,64,64.0,64,0,0.0,0,64,64.0,64,64,64.0,64,1,0,1,NO
101,101,101.0,101,0,0.0,0,101,101.0,101,101,101.0,101,1,0,1,NO
512,512,512.0,512,0,0.0,0,512,512.0,512,512,512.0,512,1,0,1,NO
187,187,187.0,187,0,0.0,0,187,187.0,187,187,187.0,187,1,0,1,NO
56,56,56.0,56,0,0.0,0,56,56.0,56,56,56.0,56,1,0,1,NO
39,39,39.0,39,0,0.0,0,39,39.0,39,39,39.0,39,1,0,1,NO
261,261,261.0,261,0,0.0,0,261,261.0,261,261,261.0,261,1,0,1,NO
73,73,73.0,73,0,0.0,0,73,73.0,73,73,73.0,73,1,0,1,NO
65,65,65.0,65,0,0.0,0,65,65.0,65,65,65.0,65,1,0,1,NO
329,329,329.0,329,0,0.0,0,329,329.0,329,329,329.0,329,1,0,1,NO
64,64,64.0,64,0,0.0,0,64,64.0,64,64,64.0,64,1,0,1,NO
164,164,164.0,164,0,0.0,0,164,164.0,164,164,164.0,164,1,0,1,NO
624,626,313.0,626,2,1.0,2,628,314.0,628,624,312.0,624,2,1,2,NO
74,74,74.0,74,0,0.0,0,74,74.0,74,74,74.0,74,1,0,1,NO
117,117,117.0,117,0,0.0,0,117,117.0,117,117,117.0,117,1,0,1,NO
84,84,84.0,84,0,0.0,0,84,84.0,84,84,84.0,84,1,0,1,NO
226,227,113.5,227,1,0.5,1,228,114.0,228,226,113.0,226,2,1,2,NO
76,76,76.0,76,0,0.0,0,76,76.0,76,76,76.0,76,1,0,1,NO
323,323,323.0,323,0,0.0,0,323,323.0,323,323,323.0,323,1,0,1,NO
72,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
42,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
48,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
89,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
380,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
141,4,4.0,4,1,1.0,1,5,5.0,5,3,3.0,3,1,1,1,NO
148,8,8.0,8,2,2.0,2,10,10.0,10,6,6.0,6,1,1,1,NO
191,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
46,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
165,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
171,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
56,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
179,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
36,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
37,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
34,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
34,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
38,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
156,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
