TicketKey,CreationDate,ResolutionDate, OV,FV,AV
ZOOKEEPER-510,2009-08-19,2009-10-14,6,7,1
ZOOKEEPER-509,2009-08-19,2009-08-25,6,6,0
ZOOKEEPER-508,2009-08-17,2009-08-25,6,6,0
ZOOKEEPER-505,2009-08-08,2010-01-26,6,9,0
ZOOKEEPER-504,2009-08-07,2010-01-26,6,9,1
ZOOKEEPER-503,2009-08-07,2010-01-26,6,9,0
ZOOKEEPER-502,2009-08-07,2010-01-26,6,9,0
ZOOKEEPER-501,2009-08-06,2009-08-07,6,6,0
ZOOKEEPER-499,2009-08-05,2009-08-10,6,6,1
ZOOKEEPER-498,2009-08-04,2009-08-11,6,6,1
ZOOKEEPER-495,2009-08-03,2010-01-26,6,9,1
ZOOKEEPER-493,2009-08-01,2009-08-04,6,6,1
ZOOKEEPER-491,2009-07-29,2009-08-04,6,6,1
ZOOKEEPER-490,2009-07-29,2009-08-07,6,6,2
ZOOKEEPER-487,2009-07-24,2009-07-31,6,6,2
ZOOKEEPER-485,2009-07-23,2010-02-24,6,9,0
ZOOKEEPER-484,2009-07-23,2009-08-07,6,6,1
ZOOKEEPER-483,2009-07-23,2009-08-25,6,6,1
ZOOKEEPER-482,2009-07-22,2009-07-30,6,6,1
ZOOKEEPER-481,2009-07-20,2009-08-03,6,6,2
ZOOKEEPER-480,2009-07-20,2009-08-04,6,6,1
ZOOKEEPER-479,2009-07-20,2009-08-03,6,6,0
ZOOKEEPER-477,2009-07-17,2009-08-11,6,6,1
ZOOKEEPER-475,2009-07-16,2009-08-04,6,6,1
ZOOKEEPER-470,2009-07-14,2009-07-20,6,6,1
ZOOKEEPER-469,2009-07-14,2009-07-16,6,6,1
ZOOKEEPER-468,2009-07-14,2009-07-16,6,6,1
ZOOKEEPER-467,2009-07-14,2009-07-30,6,6,0
ZOOKEEPER-466,2009-07-14,2009-08-04,6,6,1
ZOOKEEPER-460,2009-07-09,2009-08-03,6,6,0
ZOOKEEPER-457,2009-07-01,2009-07-31,5,6,1
ZOOKEEPER-455,2009-06-30,2009-07-01,5,5,0
ZOOKEEPER-454,2009-06-30,2009-06-30,5,5,0
ZOOKEEPER-453,2009-06-30,2009-06-30,5,5,0
ZOOKEEPER-452,2009-06-30,2009-06-30,5,5,0
ZOOKEEPER-449,2009-06-26,2009-06-26,5,5,0
ZOOKEEPER-448,2009-06-26,2009-06-26,5,5,0
ZOOKEEPER-446,2009-06-19,2009-06-22,5,5,0
ZOOKEEPER-444,2009-06-15,2009-06-17,5,5,1
ZOOKEEPER-441,2009-06-09,2009-06-09,5,5,0
ZOOKEEPER-438,2009-06-08,2009-06-25,5,5,0
ZOOKEEPER-435,2009-06-05,2009-06-09,5,5,0
ZOOKEEPER-433,2009-06-05,2009-06-18,5,5,1
ZOOKEEPER-427,2009-06-02,2009-06-18,5,5,1
ZOOKEEPER-421,2009-05-28,2009-06-01,5,5,0
ZOOKEEPER-420,2009-05-28,2009-10-01,5,7,0
ZOOKEEPER-419,2009-05-28,2009-05-28,5,5,0
ZOOKEEPER-417,2009-05-26,2009-06-26,5,5,0
ZOOKEEPER-416,2009-05-26,2009-05-28,5,5,0
ZOOKEEPER-415,2009-05-21,2009-05-22,5,5,0
ZOOKEEPER-413,2009-05-20,2010-01-26,5,9,0
ZOOKEEPER-412,2009-05-20,2015-12-15,5,26,0
ZOOKEEPER-411,2009-05-19,2009-05-20,5,5,0
ZOOKEEPER-405,2009-05-18,2009-05-20,5,5,0
ZOOKEEPER-402,2009-05-13,2009-05-21,5,5,2
ZOOKEEPER-400,2009-05-12,2009-05-14,5,5,0
ZOOKEEPER-396,2009-05-09,2009-06-08,5,5,1
ZOOKEEPER-391,2009-05-06,2009-05-12,5,5,0
ZOOKEEPER-384,2009-04-27,2009-05-05,5,5,4
ZOOKEEPER-382,2009-04-27,2009-04-29,5,5,0
ZOOKEEPER-375,2009-04-15,2009-06-09,5,5,2
ZOOKEEPER-374,2009-04-10,2009-04-16,5,5,1
ZOOKEEPER-370,2009-04-07,2009-04-08,5,5,1
ZOOKEEPER-363,2009-04-03,2009-04-07,5,5,1
ZOOKEEPER-362,2009-04-03,2009-04-03,5,5,1
ZOOKEEPER-360,2009-04-02,2009-04-03,5,5,1
ZOOKEEPER-355,2009-03-27,2009-04-09,4,5,2
ZOOKEEPER-348,2009-03-26,2009-04-09,4,5,2
ZOOKEEPER-347,2009-03-26,2009-04-08,4,5,1
ZOOKEEPER-346,2009-03-23,2009-04-17,4,5,3
ZOOKEEPER-341,2009-03-18,2009-03-18,4,4,0
ZOOKEEPER-340,2009-03-17,2009-04-17,4,5,4
ZOOKEEPER-335,2009-03-04,2011-06-14,4,13,1
ZOOKEEPER-334,2009-02-27,2009-03-03,4,4,1
ZOOKEEPER-333,2009-02-27,2009-03-12,4,4,0
ZOOKEEPER-326,2009-02-20,2009-02-23,4,4,3
ZOOKEEPER-325,2009-02-20,2009-04-07,4,5,1
ZOOKEEPER-320,2009-02-17,2009-02-27,4,4,3
ZOOKEEPER-319,2009-02-17,2009-02-27,4,4,3
ZOOKEEPER-318,2009-02-17,2009-03-06,4,4,3
ZOOKEEPER-309,2009-02-10,2009-03-12,3,4,3
ZOOKEEPER-299,2009-02-05,2009-02-12,3,3,0
ZOOKEEPER-291,2009-02-04,2009-02-04,3,3,0
ZOOKEEPER-285,2009-02-02,2009-02-02,3,3,2
ZOOKEEPER-281,2009-01-29,2009-03-05,3,4,1
ZOOKEEPER-275,2009-01-15,2009-01-29,3,3,2
ZOOKEEPER-272,2009-01-13,2009-01-29,3,3,0
ZOOKEEPER-268,2009-01-07,2009-01-26,3,3,2
ZOOKEEPER-267,2009-01-05,2009-01-28,3,3,2
ZOOKEEPER-266,2009-01-05,2009-01-08,3,3,2
ZOOKEEPER-258,2008-12-16,2009-01-08,3,3,2
ZOOKEEPER-255,2008-12-12,2008-12-22,3,3,2
ZOOKEEPER-254,2008-12-12,2009-01-22,3,3,0
ZOOKEEPER-253,2008-12-11,2009-01-28,3,3,2
ZOOKEEPER-252,2008-12-10,2009-01-31,3,3,2
ZOOKEEPER-251,2008-12-08,2008-12-10,3,3,2
ZOOKEEPER-250,2008-12-08,2008-12-11,3,3,2
ZOOKEEPER-249,2008-12-08,2008-12-09,3,3,2
ZOOKEEPER-247,2008-12-05,2008-12-10,3,3,2
ZOOKEEPER-242,2008-12-01,2008-12-05,2,3,1
ZOOKEEPER-241,2008-11-26,2008-12-09,2,3,2
ZOOKEEPER-238,2008-11-24,2009-08-27,2,6,0
ZOOKEEPER-232,2008-11-24,2008-11-24,2,2,0
ZOOKEEPER-228,2008-11-18,2008-11-18,2,2,1
ZOOKEEPER-227,2008-11-18,2008-11-19,2,2,1
ZOOKEEPER-226,2008-11-18,2008-11-18,2,2,1
ZOOKEEPER-221,2008-11-12,2008-11-19,2,2,1
ZOOKEEPER-219,2008-11-11,2008-11-18,2,2,1
ZOOKEEPER-218,2008-11-10,2008-11-18,2,2,1
ZOOKEEPER-213,2008-10-29,2008-11-17,2,2,1
ZOOKEEPER-212,2008-10-28,2008-11-17,2,2,1
